true_values,predicted_values
0.58381224,0.5787429
0.58429116,0.5797363
0.5863985,0.5827937
0.5833333,0.582524
0.58381224,0.58232594
0.58429116,0.58243555
0.5863985,0.58372825
0.58793104,0.5870845
0.58381224,0.58338815
0.58429116,0.58339155
0.5863985,0.5837518
0.58793104,0.58512163
0.5900383,0.5886694
0.58429116,0.58284146
0.5863985,0.58312595
0.58793104,0.58346933
0.5900383,0.58483565
0.59166664,0.58843803
0.5863985,0.5824079
0.58793104,0.58277535
0.5900383,0.5831467
0.59166664,0.5844308
0.5936782,0.5880704
0.58793104,0.5847904
0.5900383,0.58558106
0.59166664,0.5861625
0.5936782,0.5876132
0.5953065,0.5914751
0.5900383,0.5864972
0.59166664,0.58755076
0.5936782,0.5883287
0.5953065,0.58991534
0.597318,0.59388244
0.59166664,0.5888721
0.5936782,0.5903297
0.5953065,0.59144396
0.597318,0.59318817
0.5994253,0.5973956
0.5936782,0.5904414
0.5953065,0.5922203
0.597318,0.59342307
0.5994253,0.59523696
0.6020115,0.59955966
0.5953065,0.59261227
0.597318,0.5946629
0.5994253,0.59604764
0.6020115,0.5978823
0.60306513,0.60235435
0.597318,0.5942974
0.5994253,0.59660864
0.6020115,0.5979433
0.60306513,0.59977686
0.6058429,0.60431457
0.5994253,0.59657663
0.6020115,0.59893197
0.60306513,0.6003349
0.6058429,0.602183
0.61015326,0.6068043
0.6020115,0.59837633
0.60306513,0.6008799
0.6058429,0.6023008
0.61015326,0.6041572
0.61091954,0.6088617
0.60306513,0.600711
0.6058429,0.6033784
0.61015326,0.6048791
0.61091954,0.6067607
0.6116858,0.61156154
0.6058429,0.60101694
0.61015326,0.60375404
0.61091954,0.60511523
0.6116858,0.60683656
0.61340994,0.61163706
0.61015326,0.60360163
0.61091954,0.60657287
0.6116858,0.6079755
0.61340994,0.60973126
0.6158046,0.6146424
0.61091954,0.6079119
0.6116858,0.6112076
0.61340994,0.61277294
0.6158046,0.6146686
0.619636,0.6197276
0.6116858,0.6083119
0.61340994,0.6117147
0.6158046,0.6131429
0.619636,0.6148864
0.62059385,0.61988384
0.61340994,0.6088656
0.6158046,0.6123322
0.619636,0.6136643
0.62059385,0.6152923
0.6208812,0.62026995
0.6158046,0.6102504
0.619636,0.61375123
0.62059385,0.6150713
0.6208812,0.61667717
0.62164754,0.6216863
0.619636,0.61263037
0.62059385,0.61621696
0.6208812,0.6175681
0.62164754,0.61920077
0.62346745,0.62424785
0.62059385,0.616922
0.6208812,0.6206927
0.62164754,0.6222478
0.62346745,0.6240099
0.62528735,0.62916404
0.6208812,0.61791646
0.62164754,0.62170124
0.62346745,0.6231954
0.62528735,0.6248932
0.62643677,0.630023
0.62164754,0.61814904
0.62346745,0.6217741
0.62528735,0.6231484
0.62643677,0.62471527
0.6273946,0.6297228
0.62346745,0.6187972
0.62528735,0.6222876
0.62643677,0.6235318
0.6273946,0.625003
0.6280651,0.62993544
0.62528735,0.6208137
0.62643677,0.6242271
0.6273946,0.62541467
0.6280651,0.6269327
0.6296935,0.63173276
0.62643677,0.6231134
0.6273946,0.62635076
0.6280651,0.6275513
0.6296935,0.6290444
0.63314176,0.6337514
0.6273946,0.6246129
0.6280651,0.62765265
0.6296935,0.6287067
0.63314176,0.6301802
0.6340996,0.634721
0.6280651,0.625671
0.6296935,0.62840235
0.63314176,0.6293362
0.6340996,0.6307403
0.63381225,0.63509524
0.6296935,0.6262217
0.63314176,0.62876946
0.6340996,0.6295617
0.63381225,0.6309271
0.6333333,0.6351048
0.63314176,0.6279465
0.6340996,0.6303467
0.63381225,0.631079
0.6333333,0.63251454
0.6342912,0.6365516
0.6340996,0.63141316
0.63381225,0.63378227
0.6333333,0.634647
0.6342912,0.636269
0.63448274,0.64028317
0.63381225,0.632668
0.6333333,0.63493764
0.6342912,0.6357484
0.63448274,0.6374211
0.6358237,0.64130396
0.6333333,0.6322592
0.6342912,0.6342606
0.63448274,0.634954
0.6358237,0.6365424
0.63611114,0.6402595
0.6342912,0.63133764
0.63448274,0.6330346
0.6358237,0.63345253
0.63611114,0.63490486
0.6364943,0.63840854
0.63448274,0.6319273
0.6358237,0.63343394
0.63611114,0.6338121
0.6364943,0.6352566
0.6371648,0.6386267
0.6358237,0.63166034
0.63611114,0.6330253
0.6364943,0.63333106
0.6371648,0.63468784
0.63984674,0.6378797
0.63611114,0.6325824
0.6364943,0.63390964
0.6371648,0.6342425
0.63984674,0.63563186
0.6388889,0.63877815
0.6364943,0.6326308
0.6371648,0.63376766
0.63984674,0.63403916
0.6388889,0.6354336
0.63860154,0.6384967
0.6371648,0.6329194
0.63984674,0.633843
0.6388889,0.63406664
0.63860154,0.63546205
0.6382184,0.63839763
0.63984674,0.6334506
0.6388889,0.6342187
0.63860154,0.63441503
0.6382184,0.63577205
0.6381226,0.6385966
0.6388889,0.636281
0.63860154,0.63722473
0.6382184,0.6376274
0.6381226,0.639135
0.6393678,0.64201987
0.63860154,0.6356218
0.6382184,0.6363055
0.6381226,0.636557
0.6393678,0.6378646
0.6388889,0.6405374
0.6382184,0.63565624
0.6381226,0.6361098
0.6393678,0.6362113
0.6388889,0.6374124
0.6393678,0.63993657
0.6381226,0.6354489
0.6393678,0.63558465
0.6388889,0.635494
0.6393678,0.6365748
0.6396552,0.63891095
0.6393678,0.6355834
0.6388889,0.6354797
0.6393678,0.6352972
0.6396552,0.6362464
0.6401341,0.6384121
0.6388889,0.63700324
0.6393678,0.63687736
0.6396552,0.63674885
0.6401341,0.6376848
0.64224136,0.63985133
0.6393678,0.6366049
0.6396552,0.6362497
0.6401341,0.63601995
0.64224136,0.6367762
0.6431034,0.6388073
0.6396552,0.63714993
0.6401341,0.63672537
0.64224136,0.6364831
0.6431034,0.63718057
0.6424329,0.6392244
0.6401341,0.6375507
0.64224136,0.6369846
0.6431034,0.63667494
0.6424329,0.63731796
0.6407088,0.63924146
0.64224136,0.63827527
0.6431034,0.6376774
0.6424329,0.6373342
0.6407088,0.63789123
0.64224136,0.6397479
0.6431034,0.6410865
0.6424329,0.6406956
0.6407088,0.6405128
0.64224136,0.641218
0.6426245,0.64313304
0.6424329,0.64262563
0.6407088,0.64233196
0.64224136,0.6422041
0.6426245,0.642905
0.6435824,0.64472973
0.6407088,0.64218855
0.64224136,0.6419403
0.6426245,0.64171636
0.6435824,0.6423254
0.64463603,0.6440537
0.64224136,0.6400117
0.6426245,0.6395415
0.6435824,0.6390079
0.64463603,0.6394199
0.6453065,0.6409303
0.6426245,0.64157504
0.6435824,0.6411273
0.64463603,0.6406594
0.6453065,0.64111316
0.6453065,0.6426605
0.6435824,0.6420208
0.64463603,0.6415698
0.6453065,0.64107186
0.6453065,0.6414931
0.6453065,0.6429796
0.64463603,0.6436118
0.6453065,0.6432366
0.6453065,0.64278865
0.6453065,0.64325553
0.6467433,0.6447864
0.6453065,0.6453846
0.6453065,0.64503723
0.6453065,0.6446815
0.6467433,0.6452154
0.64703065,0.6468405
0.6453065,0.64655215
0.6453065,0.64623076
0.6467433,0.6459315
0.64703065,0.6464727
0.6479885,0.64816
0.6453065,0.64677465
0.6467433,0.64642715
0.64703065,0.6461526
0.6479885,0.64660716
0.65124524,0.64829206
0.6467433,0.6465613
0.64703065,0.64620125
0.6479885,0.645849
0.65124524,0.6462133
0.6515326,0.64788216
0.64703065,0.6481287
0.6479885,0.6478113
0.65124524,0.647554
0.6515326,0.6479451
0.6514368,0.6497688
0.6479885,0.6483535
0.65124524,0.6479615
0.6515326,0.64766586
0.6514368,0.6480449
0.6516284,0.64987355
0.65124524,0.64923495
0.6515326,0.64874154
0.6514368,0.6485341
0.6516284,0.6489376
0.6515326,0.6508633
0.6515326,0.6524533
0.6514368,0.65212387
0.6516284,0.65218973
0.6515326,0.6528575
0.65354407,0.65508986
0.6514368,0.65212786
0.6516284,0.6517293
0.6515326,0.65182686
0.65354407,0.65247774
0.6551724,0.65473634
0.6516284,0.6514147
0.6515326,0.6509928
0.65354407,0.6510109
0.6551724,0.65162426
0.6569923,0.65392137
0.6515326,0.6510419
0.65354407,0.65051603
0.6551724,0.65042925
0.6569923,0.65108603
0.6604406,0.65342265
0.65354407,0.65005434
0.6551724,0.64933115
0.6569923,0.6491582
0.6604406,0.6497509
0.66015327,0.65198755
0.6551724,0.651509
0.6569923,0.6509187
0.6604406,0.65092236
0.66015327,0.6516517
0.66034484,0.6540132
0.6569923,0.6525113
0.6604406,0.652004
0.66015327,0.6521419
0.66034484,0.6530154
0.6613027,0.65549254
0.6604406,0.65398306
0.66015327,0.65364194
0.66034484,0.6540172
0.6613027,0.65504974
0.6625479,0.6577502
0.66015327,0.65693545
0.66034484,0.6568202
0.6613027,0.65748215
0.6625479,0.6588138
0.6638889,0.6617836
0.66034484,0.6566669
0.6613027,0.6565997
0.6625479,0.65721476
0.6638889,0.658524
0.66522986,0.6615379
0.6613027,0.6569327
0.6625479,0.65689194
0.6638889,0.6574306
0.66522986,0.6587948
0.6670498,0.66177976
0.6625479,0.6578002
0.6638889,0.6576654
0.66522986,0.65822923
0.6670498,0.6595825
0.6683908,0.66256195
0.6638889,0.6589653
0.66522986,0.6589084
0.6670498,0.65938115
0.6683908,0.66077304
0.6697318,0.6638607
0.66522986,0.6605588
0.6670498,0.6605219
0.6683908,0.661025
0.6697318,0.66249657
0.6710728,0.66569644
0.6670498,0.66180396
0.6683908,0.6618332
0.6697318,0.66239285
0.6710728,0.6639125
0.6730843,0.6671889
0.6683908,0.6633425
0.6697318,0.6635427
0.6710728,0.6641113
0.6730843,0.6656604
0.67298853,0.6689541
0.6697318,0.66520923
0.6710728,0.6656035
0.6730843,0.66617525
0.67298853,0.66775936
0.6755747,0.67110777
0.6710728,0.66742134
0.6730843,0.6680473
0.67298853,0.66866934
0.6755747,0.6703565
0.67672414,0.67380834
0.6730843,0.66934294
0.67298853,0.67014176
0.6755747,0.67083776
0.67672414,0.6725951
0.6782567,0.676111
0.67298853,0.6716358
0.6755747,0.67264825
0.67672414,0.67342997
0.6782567,0.6752517
0.680364,0.67883587
0.6755747,0.67153054
0.67672414,0.672537
0.6782567,0.6731867
0.680364,0.6749053
0.68132186,0.67833763
0.67672414,0.67438906
0.6782567,0.67559576
0.680364,0.676365
0.68132186,0.6780838
0.6824713,0.6815855
0.6782567,0.6753524
0.680364,0.67665726
0.68132186,0.67733896
0.6824713,0.67898804
0.68390805,0.68245023
0.680364,0.6772393
0.68132186,0.67857003
0.6824713,0.6792632
0.68390805,0.6808607
0.68572795,0.684341
0.68132186,0.6796936
0.6824713,0.68113726
0.68390805,0.68186116
0.68572795,0.6834942
0.68687737,0.68701464
0.6824713,0.6811747
0.68390805,0.68262094
0.68572795,0.6833765
0.68687737,0.68499243
0.6882184,0.68844813
0.68390805,0.6824157
0.68572795,0.68395996
0.68687737,0.68474346
0.6882184,0.68628883
0.68917626,0.6897361
0.68572795,0.6840318
0.68687737,0.68573254
0.6882184,0.6865333
0.68917626,0.68811744
0.6909004,0.69154876
0.68687737,0.68624365
0.6882184,0.6881385
0.68917626,0.68913895
0.6909004,0.6908127
0.6944444,0.6941548
0.6882184,0.6868112
0.68917626,0.6888279
0.6909004,0.6898179
0.6944444,0.69141215
0.69578546,0.69461924
0.68917626,0.6883778
0.6909004,0.6904835
0.6944444,0.69145066
0.69578546,0.69311434
0.6955939,0.6962176
0.6909004,0.68936646
0.6944444,0.691398
0.69578546,0.69240904
