true_values,predicted_values
0.06414484821113153,0.10298947841939554
0.059327192402132356,0.10545131335043278
0.053795939511899205,0.10529181977391777
0.05219012254448363,0.10342446090080071
0.0488000334556844,0.10363430568328946
0.059327192402132356,0.09642668924824471
0.053795939511899205,0.09876246582335246
0.05219012254448363,0.09876547751797904
0.0488000334556844,0.09692886678461321
0.041662851830716274,0.09721899937834644
0.053795939511899205,0.09151311848192412
0.05219012254448363,0.09383870579078002
0.0488000334556844,0.09399617954814443
0.041662851830716274,0.09232349877978574
0.03541792734770288,0.09263942013589099
0.05219012254448363,0.08642596950733139
0.0488000334556844,0.08860782504268794
0.041662851830716274,0.08898556729208729
0.03541792734770288,0.08732385125626163
0.030065017844118413,0.08764363190967284
0.0488000334556844,0.08490452269788917
0.041662851830716274,0.08714489888632027
0.03541792734770288,0.08769403721794522
0.030065017844118413,0.08622023649954225
0.024890675261822093,0.0866761926387366
0.041662851830716274,0.08256171282395275
0.03541792734770288,0.08485283696854806
0.030065017844118413,0.08562022397305669
0.024890675261822093,0.08433230071882647
0.018824019653910673,0.08500821877036324
0.03541792734770288,0.07656230892307947
0.030065017844118413,0.07881332523025175
0.024890675261822093,0.07960476972357455
0.018824019653910673,0.07833442971641624
0.014541766562589764,0.07888102524000262
0.030065017844118413,0.07114793121195706
0.024890675261822093,0.07330329465505903
0.018824019653910673,0.07421472001275953
0.014541766562589764,0.0729522428730095
0.009902677674878513,0.07330156338150118
0.024890675261822093,0.0656175401383603
0.018824019653910673,0.06766716965573749
0.014541766562589764,0.06853460984460946
0.009902677674878513,0.06717294515727545
0.004728223325262126,0.067466630468622
0.018824019653910673,0.06091015323231752
0.014541766562589764,0.06275545640167157
0.009902677674878513,0.0635545473532082
0.004728223325262126,0.06229427037360458
0.0004459702339412175,0.06261347393582994
0.014541766562589764,0.055274046267095533
0.009902677674878513,0.05679989339683067
0.004728223325262126,0.057738135460578044
0.0004459702339412175,0.05654040073825117
-0.004906864758096763,0.056824527976830685
0.009902677674878513,0.05097545632989586
