true_values,predicted_values
0.5712644,0.41313854352659507
0.56867814,0.41928545352659496
0.5657088,0.420005363526595
0.56484675,0.42047979352659504
0.56302685,0.421645193526595
0.56867814,0.409547843526595
0.5657088,0.415652193526595
0.56484675,0.416422823526595
0.56302685,0.416970233526595
0.5591954,0.418216393526595
0.5657088,0.40718374352659503
0.56484675,0.41324919352659506
0.56302685,0.41406249352659497
0.5591954,0.414725463526595
0.55584294,0.416009293526595
0.56484675,0.40465084352659497
0.56302685,0.41062335352659507
0.5591954,0.41149139352659503
0.55584294,0.412171293526595
0.55296934,0.413466553526595
0.56302685,0.40436009352659497
0.5591954,0.410188953526595
0.55584294,0.411058793526595
0.55296934,0.41182499352659496
0.5501916,0.41324839352659504
0.5591954,0.40346049352659497
0.55584294,0.40908949352659496
0.55296934,0.409916143526595
0.5501916,0.41076999352659505
0.54693484,0.412357133526595
0.55584294,0.399855093526595
0.55296934,0.405433033526595
0.5501916,0.40622559352659504
0.54693484,0.407167233526595
0.544636,0.408733643526595
0.55296934,0.39668742352659503
0.5501916,0.402146593526595
0.54693484,0.402954793526595
0.544636,0.403954193526595
0.5421456,0.40538899352659497
0.5501916,0.39359319352659505
0.54693484,0.398995993526595
0.544636,0.39971679352659506
0.5421456,0.40067819352659506
0.5393678,0.40213386352659497
0.54693484,0.391056893526595
0.544636,0.39631009352659496
0.5421456,0.396893493526595
0.5393678,0.39791699352659504
0.53706896,0.39944149352659497
0.544636,0.388007293526595
0.5421456,0.39307765352659496
0.5393678,0.393644993526595
0.53706896,0.394724053526595
0.5341954,0.396250643526595
0.5421456,0.38572053352659497
0.5393678,0.39069169352659505
0.53706896,0.39123574352659507
0.5341954,0.39241616352659503
0.53170496,0.39374772352659504
0.5393678,0.38311956352659504
0.53706896,0.38797659352659497
0.5341954,0.388556463526595
0.53170496,0.389642633526595
0.52988505,0.39086109352659504
0.53706896,0.380642633526595
0.5341954,0.385430253526595
0.53170496,0.38582382352659506
0.52988505,0.38688189352659497
0.5291188,0.388100093526595
0.5341954,0.378585693526595
0.53170496,0.38314119352659504
0.52988505,0.38345819352659505
0.5291188,0.38455499352659506
0.52528733,0.38580195352659497
0.53170496,0.37543342352659503
0.52988505,0.37988905352659497
0.5291188,0.38018874352659504
0.52528733,0.38136709352659504
0.5218391,0.38249069352659504
0.52988505,0.37285129352659496
0.5291188,0.377228953526595
0.52528733,0.37749282352659497
0.5218391,0.37865389352659506
0.5186782,0.379777393526595
0.5291188,0.37130289352659507
0.52528733,0.375603193526595
0.5218391,0.375758793526595
0.5186782,0.37699439352659503
0.51657087,0.378064493526595
0.52528733,0.370855433526595
0.5218391,0.37485409352659504
0.5186782,0.375000993526595
0.51657087,0.376245193526595
0.5162835,0.377339223526595
0.5218391,0.367035393526595
0.5186782,0.37102939352659503
0.51657087,0.37112999352659504
0.5162835,0.372367063526595
0.5127395,0.37336069352659507
0.5186782,0.36331599352659505
0.51657087,0.367298643526595
0.5162835,0.36736993352659497
0.5127395,0.36858349352659503
0.5095785,0.36948139352659504
0.51657087,0.359964943526595
0.5162835,0.36390259352659504
0.5127395,0.363926693526595
0.5095785,0.36511616352659504
0.5061303,0.365943943526595
0.5162835,0.358109793526595
0.5127395,0.361900133526595
0.5095785,0.361869133526595
0.5061303,0.36303035352659496
0.50373566,0.363751193526595
0.5127395,0.35838279352659497
0.5095785,0.361905433526595
0.5061303,0.361792843526595
0.50373566,0.362923393526595
0.5012452,0.36374424352659507
0.5095785,0.35484459352659503
0.5061303,0.35818669352659505
0.50373566,0.357951793526595
0.5012452,0.35907725352659503
0.4994253,0.35993759352659505
0.5061303,0.35199515352659505
0.50373566,0.35512969352659507
0.5012452,0.35488099352659497
0.4994253,0.355975393526595
0.497318,0.356931993526595
0.50373566,0.348394293526595
0.5012452,0.351412293526595
0.4994253,0.351154493526595
0.497318,0.352198643526595
0.49645594,0.35312989352659496
0.5012452,0.346084893526595
0.4994253,0.34894639352659507
0.497318,0.348636293526595
0.49645594,0.349634593526595
0.4954023,0.35057879352659505
0.4994253,0.343609493526595
0.497318,0.34645409352659506
0.49645594,0.346039793526595
0.4954023,0.347023493526595
0.49655172,0.347973693526595
0.497318,0.342107493526595
0.49645594,0.34481505352659503
0.4954023,0.344323893526595
0.49655172,0.34531169352659496
0.49588123,0.346317793526595
0.49645594,0.340164613526595
0.4954023,0.342788993526595
0.49655172,0.34226999352659504
0.49588123,0.34323849352659497
0.49511495,0.34427359352659503
0.4954023,0.33974696352659495
0.49655172,0.342216053526595
0.49588123,0.34169819352659503
0.49511495,0.342642093526595
0.49434865,0.34366799352659505
0.49655172,0.338746093526595
0.49588123,0.341063993526595
0.49511495,0.34047714352659497
0.49434865,0.34135449352659497
0.49425286,0.34242839352659504
0.49588123,0.34077484352659504
0.49511495,0.34278074352659504
0.49434865,0.34209136352659497
0.49425286,0.342991893526595
0.4948276,0.34408859352659504
0.49511495,0.340567453526595
0.49434865,0.342478093526595
0.49425286,0.341792093526595
0.4948276,0.342673463526595
0.4954023,0.34381232352659497
0.49434865,0.34030289352659504
0.49425286,0.342207593526595
0.4948276,0.341461043526595
0.4954023,0.34238604352659496
0.4966475,0.343574393526595
0.49425286,0.339197643526595
0.4948276,0.341061893526595
0.4954023,0.340204013526595
0.4966475,0.34111279352659507
0.4993295,0.34234249352659496
0.4948276,0.339045413526595
0.4954023,0.340839093526595
0.4966475,0.339828413526595
0.4993295,0.34079009352659495
0.50143677,0.34202955352659503
0.4954023,0.339808923526595
0.4966475,0.34142249352659504
0.4993295,0.34043575352659494
0.50143677,0.341379793526595
0.50431037,0.34258482352659503
0.4966475,0.340939443526595
0.4993295,0.34245069352659496
0.50143677,0.34142559352659496
0.50431037,0.342345193526595
0.5078544,0.343562193526595
0.4993295,0.343723153526595
0.50143677,0.344981093526595
0.50431037,0.343894793526595
0.5078544,0.34471682352659505
0.51072794,0.346012933526595
0.50143677,0.347631393526595
0.50431037,0.34853253352659497
0.5078544,0.34738276352659503
0.51072794,0.34830649352659504
0.5138889,0.34963814352659506
0.50431037,0.35016699352659497
0.5078544,0.350925893526595
0.51072794,0.349838093526595
0.5138889,0.35089069352659497
0.51791185,0.35223159352659505
0.5078544,0.35378984352659504
0.51072794,0.354527453526595
0.5138889,0.35348869352659507
0.51791185,0.35464779352659503
